,sair_adi,baslik,siir_link,siir
224,Nuri Yılmaz,Aşk Çekirdeği,https://www.antoloji.com/ask-cekirdegi-siiri/,Aşk sevgiden beslenmektir. Aşk dengesiz duygulardan kaçınmaktır. Aşk haramdan sakınmaktır. Aşk sevgiye kanmaktır. Aşk şehvetten arınmaktır.  Aşk iki ruhu bir bedende taşımaktır. Aşk cenneti ruhta hissetmektır. Aşk terhis gibi ölümü beklemektır. Aşk mavi bir havuzda yıkanmaktır. Aşk ruhunu berrak bir nehire bırakmaktır. Aşk beyaz bulutlara binmektir. Aşk semavatı havuzda izlemektir. Aşk serçenin kalpte kıpırdamasıdır. Aşk gözün çicekleri okşamasıdır. Aşk yağmurla söyleşmektir. Aşk Dolunay'la gece yolculuğuna çıkmaktır. Aşk kalp kulağıyla kelebeklerın ruhunu dinlemektir. Aşk zambağı ruhta yeşertmektır. Aşk pınarın ruhta kaynmasıdır. Aşk ırmağın ruhta gürlemesidir. Aşk berkten irkilmektır. Aşk suru-u israfle dirilmektır  Aşk hayat suyuyla yeniden dirilmektır  Aşk tövbe ve istiğfarla yeniden doğmaktır. Aşk gülün tebesümünden halvetlenmektir. Aşk diken pahasına gülü sevmektir. Aşk sonsuza uçmaktır. Aşk çileden beslenmektir. Aşk çekirdeğin çatlamasından ümitlenmektir. ******             ******            ****** Aşk ne yar yolun da ölmektir;  Nede yarı uğrunda öldürmektir. Aşk HAK yolunda yaşamaktır. Yarıda HAK yoluda yaşatmaktır. ******            ******             ****** Aşk gibi şefaf bir cevher bulunmamakta... Aşk menfata sığmamakta... Aşk adi ruhlarda barınmamakta... Aşkın yolu ceheneme hiç düşmemekte... Aşk cennetten  hiç inmemekte...Temmuz 2005/Ümraniye/İst.   Nuri YılmazKayıt Tarihi : 21.7.2005 16:28:00
225,Cafer İşler,Aşk,https://www.antoloji.com/ask-1101-siiri/,Bende çok var aşk ALLAH aşkı bu aşk Peygamber aşkı bu aşk İnsan aşkı  bu aşk Memleket aşkı bu aşk Vatan aşkı bu aşk Millet aşkı bu aşk Bayrak aşkı bu aşk Cumhuriyet aşkı bu aşk Atatürk aşkı bu aşk Şiir aşkı bu aşk   Cafer İşlerKayıt Tarihi : 22.9.2007 11:34:00
226,Remzi Timar,Aşk,https://www.antoloji.com/ask-1379-siiri/,Aşk bir ateştir bağrımı dağlayan Aşk bir ırmaktır gözümde çağlayan Aşk bir zincir beni sana bağlayan Amma bu zinciri kırarım bir gün Aşk her gece  yar adını anmaktır Aşk aldanıp her yalana kanmaktır Aşk  ateşte cayır cayır yanmaktır Amma  bu ateşi yakarım bir günAşk bazen ağlayıp bazen gülmektir Aşk bir ömrü bir güzelle bölmektir Aşk bence hayatta her gün ölmektir  Amma  bu ölümü yenerim bir gün 12 - 10 - 2008   Remzi TimarKayıt Tarihi : 12.10.2008 00:51:00
227,Adem Özeren,Aşk Değil Midir Aşk,https://www.antoloji.com/ask-degil-midir-ask-siiri/,Aşk değil midir İnsanın başını döndüren Yaşama sevinci veren Aşk değilmidir aşk Ağlarken bile güldürenAşk yok mu aşk Ah vah çektirir Aşk yok mu aşk Hergün yolları gözletirAşk değil midir Bizi biz yapan Hayata bağlayan Aşk değil midir  Fırtınaları koparanAşk değil midir ki İnsanı değiştiren Paylaşmayı öğreten Aşk değil midir İnsanları sevdirenAynı aşk değil midir Acınacak hale düşüren İşkence çektiren Aynı aşk değil midir İntihara sürükleyen...   Adem ÖzerenKayıt Tarihi : 23.5.2008 09:51:00
228,Şebap Teker,Aşk - 1,https://www.antoloji.com/ask-1-14-siiri/,"Aşk dediğin, dilde baldır dökülen Bir yarendir, boyun olup bükülen Bir ışıktır, her seherde, sökülen Adı aşk, Cismi Aşk, Kendi aşkO var idi, ebed ile ezelden Gönüllere melhem olur, tezelden Bülbül Olur söyler, gayri gazelden Adı aşk, Cismi Aşk, Kendi aşkBilmeyenler düşer, ardı peşine Zor rastlanır, bu sevdanın eşine Akıl ermez, bu kaderin işine Adı aşk, Cismi Aşk, Kendi aşkFırtınada gönüllerin limanı Tüter durur, yananların dumanı Beşer değil, yaradanın fermanı Adı aşk, Cismi Aşk, Kendi aşkGönüllerde pınar olup, akarsın Bir sevdaki, Şebabı da yakarsın Yakın olup, uzaklara atarsın Adı aşk, Cismi Aşk, Kendi aşk 01.08.2006   Şebap TekerKayıt Tarihi : 9.8.2006 21:27:00"
229,Fikret Turhan,'' AŞK '' Sanki CENNETTEN Bir Köşe,https://www.antoloji.com/ask-sanki-cennetten-bir-kose-siiri/,"bekleme, gelip essin diye bekleme, gelip sarsın diye aşk rüzgarda aşk baharda aşk ılık ılık  yârin koynunda seni beklemekte sanki cennetten bir köşe...bekleme, gelip yağısın diye bekleme, gelip ıslatsın diye aşk yağmurda aşk gözyaşında aşk ıslak ıslak yârin yanağında seni beklemekte sanki cennetten bir köşe.bekleme, gelip doğsun diye bekleme, gelip koksun diye aşk güneşte aşk çiçekte aşk burcu burcu yârin soluğunda seni beklemekte sanki cennetten bir köşe...Fikret Turhan-Yalova, 28.02.2015   Fikret TurhanKayıt Tarihi : 28.2.2015 11:29:00"
230,Onur Şevik,Aşk Diyorum Aşk 2 *,https://www.antoloji.com/ask-diyorum-ask-2-2-siiri/,"Yeni bir hüzündür bu Gözlerimden süzülen, Yeni bir sokak kavgasıdır Bu sendeki aşk Bakma öyle yüzüme, Aşk diyorum aşk! Umutsuz bir bekleyiştir Canakkale ruhunda, Gidipde gelmemektir Bu sendeki aşk Bakma öyle yüzüme Aşk diyorum aşk! Son nefesimdir ameliyat masasında Son müdahele ve son iğnem Yarama son pansumandır  Bu sendeki aşk Bakma öyle yüzüme Aşk diyorum aşk! Yağmur mevsiminde kuraklık Yaz mevsiminde bir seldir Yalancı bahar gibidir Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk!   Onur ŞevikKayıt Tarihi : 4.3.2007 14:21:00"
231,Sedat Hünker,Aşk mektebi,https://www.antoloji.com/ask-mektebi-4-siiri/,Dünyamda maziyi geçkin açıktır  Hala gittiğimiz o aşk mektebi  Gönlümde her şeyi ile saçıktır  Hala gittiğimiz o aşk mektebi Ruhumda dökendir sonsuz ecel ter  İçimde bitmeyen dert ile keder  Gönlümde fırtına çıkaran bir yer  Hala gittiğimiz o aşk mektebi Yazıp ta okumak ile bittiğim  Gönlümde yaşayıp çok zor yittiğim  Sevdanı okumak için gittiğim  Hala gittiğimiz o aşk mektebi Beni içinde aşk sınavı yapar  Beni hayalinle içine kapar  Kıyamet olup ta içimde kopar  Hala gittiğimiz o aşk mektebi Veda sınavında zayıf kaldığım  Zilini aşk konun için çaldığım  Her gün aşk dersini gidip aldığım  Hala gittiğimiz o aşk mektebi Sevdada şampiyon mezun olduğum  Hatıralarını hiççe solduğum  Tüm cehennemlerle taşıp dolduğum  Hala gittiğimiz o aşk mektebi  Sedat hünkar   Sedat HünkerKayıt Tarihi : 10.10.2014 18:35:00
232,Alper Kürük,Roma'da Aşk Çeşmesi...,https://www.antoloji.com/roma-da-ask-cesmesi-siiri/,Bir İtalya gezmesi ROMA’DA “Aşk Çeşmesi”…Aşkın sudaki sesi ROMA’DA “Aşk Çeşmesi”…Yolların kesişmesi ROMA’DA “Aşk Çeşmesi”…Ruhların birleşmesi ROMA’DA “Aşk Çeşmesi”…Suya para düşmesi ROMA’DA “Aşk Çeşmesi”…Ömrün aşkla geçmesi Dilektir “Aşk Çeşmesi”…Aşk Tanrısı nefesi ROMA’DA “Aşk Çeşmesi”…İtalya efsanesi ROMA’DA “Aşk Çeşmesi”…Bak benden söylemesi ROMA’DA “AŞK ÇEŞMESİ”…   Alper KürükKayıt Tarihi : 21.6.2012 16:07:00
233,Mehmet Yılmazsoy,Aşk Bazen Hiçbirşey Bazen Her Şeydir,https://www.antoloji.com/ask-bazen-hicbirsey-bazen-her-seydir-2-siiri/,Aşk bazen göz göze gelebilmektir  Aşk bazen seveni bula bilmektir  Aşk bazen aşk için öle bilmektir  Aşk bazen hiçbir şey bazen her şeydir Aşk bazen sevene köle olmaktır  Aşk bazen sevgiye kafa yormaktır  Aşk bazen düzene karşı koymaktır  Aşk bazen hiçbirşey bazen her şeydir Aşk bazen sevildim sevdim demektir  Aşk bazen boş yere giden emektir  Aşk bazen kendini küçümsemektir  Aşk bazen hiçbirşey bazen her şeydir   Mehmet YılmazsoyKayıt Tarihi : 29.11.2011 19:47:00
234,Yaşar Turgut Bilgin,Aşk var mıydı,https://www.antoloji.com/ask-var-miydi-siiri/,"Gemiler geçiyor bu sulardan  Orada duruyor Ayasofya Yıldızlar akıyor Boğaziçi’nde Kimi parlak, kimi sönük, kimi kırpık, dökük Orada duruyor Kızkulesi Aşk var mıydı o zaman aşk  Ah aşkİçinden yüzyıllar geçen bu şehrin Kurulur aşk tahtları mehtaplı gecelerinde Orada çalarken İstanbul şarkıları El ele tutuşmalar, gizli buluşmalar Ağaçlar altında yaz bahçelerinde. Aşk var mıydı  o zaman aşk Ah aşk   Yaşar Turgut BilginKayıt Tarihi : 4.9.2013 23:17:00"
235,Cüneyt Gültakın,Aşk Bu,https://www.antoloji.com/ask-bu-64-siiri/,"Aşk nedir, diye  Hiç sorma bana sevgilim En sıradan sorulara verilen Hiç beklenmedik bir karşılıktır aşkKatı karanlıkta soğukta Bir ışıksa varlık Uzaysa uzayıp giden ne varsa Büyük patlamadır aşkToprak bereketse Bereket yağmursa Bir tohumun sessizce Baş kaldırmasıdır aşkBaşı dumanlıysa dağ dediğinin Karnı gurul gurulsa Gümbür gümbür sarsıyorsa yeri Bir volkanın ağlamasıdır aşkGülse bahçeyi bahçe yapan Bahçevansa gülü sevip  Dikenine katlanan Bülbül olup şakımaktır aşkİnsan dediğin alnındaki çizgilerle Yüreğin çırılçıplak soyunduğu Islak gözler ve çatlamış dudaklarsa O yüzde salıverilen bir kahkahadır aşkHayat dediğin itfaiye kamyonunda Bekleyip duran dingin suysa İtfaiyecinin hortumundan Fışkırandır aşkAşk nedir, diye Hiç sorma bana sevgilim Dünyanın en zor sorusuna Kolayca verilen bir karşılıktır aşkİnsanı güçlendiren inançsa Sorular savrulur gider Çıkıp gelir en dar zamanda Bir mucizedir aşk   Cüneyt GültakınKayıt Tarihi : 6.8.2011 12:37:00"
236,Halil Çimen,Aşk sanmayın,https://www.antoloji.com/ask-sanmayin-siiri/,"Kuş gibi uçup dallara Varılmayı aşk sanmayın  Gizlice tenha yollarda  Sarılmayı aşk sanmayinHayal karışmadan düşe Bir ateş düşmeden döşe Boyalı kirpiğe, kaşa  Vurulmayı aşk sanmayınSevmiş iken yeni yeni  Unutup bir evvelkini Saat gibi takıp pimi  Kurulmayı aşk sanmayınUfkuna güneş doğmadan Çirkini bağdan kovmadan  Arada esip yağmadan  Durulmayı aşk sanmayınSevgi aşka kavuşmadan  Güzellikle yarışmadan  İki küsüp barışmadan  Darılmayı aşk sanmayınHabersiz aşk yasasından  Delik gönül potasından  Konuşurken ortasından  Kırılmayı aşk sanmayınBorani boş yeldirmede Yüreğini deldirmede Benim gibi Edirne'de Yorulmayı aşk sanmayın   Halil ÇimenKayıt Tarihi : 7.3.2007 04:59:00"
237,Ataman Sütşurup,Hoş geldin,https://www.antoloji.com/hos-geldin-112-siiri/,Bir pembe bulut gibi Hoş geldin aşk ve sevda Bir mavi melek gibi Hoş geldin aşk ve sevdaAnlatmaya söz yetmez Sende mutluluk bitmez Kalbe girince gitmez Hoş geldin aşk ve sevdaBir kez buldum bırakmam Acı çeksemde yanmam Eşin var mıdır sanmam Hoş geldin aşk ve sevdaSinemde bir can gibi  Damarımda kan gibi Ömre bedel an gibi Hoş geldin aşk ve sevdaBilmem ki ne demeli Kıymetini bilmeli Diz çöküp eğilmeli Hoş geldin aşk ve sevdAŞarkı sensin şiir sen Sen dile ne dilersen Nasıl sevindim bilsen Hoş geldin aşk ve sevdaSen gönüle girince Çözülür her bilmece Yaşamak budur bence Hoş geldin aşk ve sevdaDağlar taşlar yol olur Keder elem yok olur Sen ne dersen o olur Hoş geldin aşk ve sevda   Ataman SütşurupKayıt Tarihi : 12.12.2008 15:15:00
238,Zuhal Aksulu,Aşkın Anlamını Bilmeyenlere,https://www.antoloji.com/askin-anlamini-bilmeyenlere-siiri/,"Aşk dediğin elma, ayva, meyve değil ki Gidip pazardan satın alasınAşk dediğin eğlencelik oyun değil ki Üç-dört kişi oynayasınAşk dediğin devam ettiğin okul değil ki Akıl hocalarının sözüne uyasınAşk dediğin kapına gelen dilenci değil ki  Üç kuruş verip kovasınAşk dediğin seni sıcak tutan kazak değil ki Sıkıntı basında çıkarıp atasınAşk dediğin dışarıda yenen yemek değil ki Hesabı başkasına bırakasınAşk dediğin izlediğin film değil ki Geri sarıp baştan bakasınAşk dediğin üstüne giydiğin çamaşır değil ki Kirlenince yıkayasınAşk dediğin buruşturup attığın kağıt değil ki Dönüştürüp kullanasınAşk dediğin tarifeli tren değil ki Kaçırınca sonrakini bulasın...Ama...Aşk dediğin kalbin meyvesidir Çarşıda pazarda bulamazsınAşk dediğin mutluluk oyunudur İki kişi oynar bıkmazsınAşk dediğin hayat okuludur Hem öğrenir hem öğretirsinAşk dediğin dilenci kılıklı melektir İçeri alırsan zengin olursunAşk dediğin düşlerinle ördüğün kazaktır Sevdiğini, geleceğini sararsınAşk dediğin yarin pişirdiği yemektir Tadına doyamazsınAşk dediğin mutlu sonla biten filmdir Hem yönetir hem oynarsınAşk dediğin ruhunu saran çamaşırdır Çıkarınca çırılçıplak kalırsınAşk dediğin hep bembeyaz kağıttır En güzel romanını yazarsınAşk dediğin senin kullandığın trendir Doğru yönlendirirsen cennete uçarsın...14.02.2007 Zuhal AKSULU   Zuhal AksuluKayıt Tarihi : 15.2.2007 08:54:00"
239,Taner Nişancı,Adın Aşk Olsun,https://www.antoloji.com/adin-ask-olsun-3-siiri/,"Aşkı bilen ve yaşayan aşıklara...........Leyla mecnun kimin aşkı Bilen var mı böyle meşki Sen de çağla taşıp coş ki Adın aşk olsun,aşk olsunSevda sözü laf olmasın Kor ateş canda yanasın Şerbet deye içip kanasın  Adın aşk olsun,aşk olsunŞirin gibi yar bularak Kıblem diye yüz dönerek Ahit bilip söz vererek  Adın aşk olsun,aşk olsunHava su ekmek tadında Sır saklı Leyla adında Bir ulu divan katında Adın aşk olsun,aşk olsunBir garip benim,dillendim Kor ateş yandı küllendim Söz bilene söz söylendim Adın aşk olsun,aşk olsun14/02/2005   Taner NişancıKayıt Tarihi : 5.3.2005 12:06:00"
240,Onur Şevik,Aşk Diyorum Aşk 5 *,https://www.antoloji.com/ask-diyorum-ask-5-2-siiri/,"Dört duvar arası özgürlük Parmaklıkların sevdası Prangalar dünyası Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk! İsrail yüzsüzlüğü Filistin caresizliği Toplu katliamdır, soykırımdır Bu sendeki aşk Bakma öyle yüzüme Aşk diyorum aşk! İşporta tezgahında pazar malı Bir kapkaccı rahatlığı Ucuz bir cin malı Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk! Sakarya treninde biletsiz bir yolcu Eminönüde seyyarın peşinde bir zabita Yasadışı bir miting sloganı Bu sendeki aşk Bakma öyle yüzüme Aşk diyorum aşk!   Onur ŞevikKayıt Tarihi : 21.4.2007 19:46:00"
241,Onur Şevik,Aşk Diyorum Aşk 6 *,https://www.antoloji.com/ask-diyorum-ask-6-2-siiri/,Bir eroin satıcısı Silah kacakcısı Bir kalpazan Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk! Derin devlet derin mafya Bir bakan bir siyasi Bir amerikan yanlısı Bu sendeki aşk Bakma öyle yüzüme Aşk diyorum aşk! Afrika aclığı avrupa tokluğu Yaz sıcağı kış soğuğu Bir sırtlan hainliği Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk! Süper güc olma sevdası Bir nükleer calışması Yeryüzüne hakim olma arzusu Bu sendeki aşk Bakma öyle yüzüme Aşk diyorum aşk!   Onur ŞevikKayıt Tarihi : 21.4.2007 19:49:00
242,Onur Şevik,Aşk Diyorum Aşk 8 *,https://www.antoloji.com/ask-diyorum-ask-8-2-siiri/,"Yetmişlik bir yeni rakı Bir kutu bira keyfi ve Tövbesiz bir günahtır Bu sendeki aşk Bakma öyle yüzüme Aşk diyorum aşk! Faili mechul bir cinayet Gündemi sarsan bir deprem Ve bir 12 eylüldür Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk! Boğazdan son bakış,son nefes Son kez seni sevmiştim  Bahar sevdalım demektir Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk! Şiirlerin son cırpınışı REİS'in ağlayışı Kimsenin care bulamadığı Bu sendeki aşk Bakma öyle yüzüme  Aşk diyorum aşk!   Onur ŞevikKayıt Tarihi : 21.4.2007 19:56:00"
243,Mehmet Ali Tuna,Aşk Yürek İster,https://www.antoloji.com/ask-yurek-ister-siiri/,Aşk yürek ister korkulara yer yok Aşk fedakarlık ister sabırsıza yer yok Aşk mutluluk ister mutsuzluğa yer yok Aşk kavga ister yılmaya yer yok..Aşk su ister kuraklığa yer yok Aşk meyve ister yaşlanmaya yer yok Aşk emek ister hazıra yer yok Aşk kurban ister kaçana yer yok..Aşk heyecan ister pısırıklığa yer yok Aşk karşı cins ister başkasına yer yok Aşk saygı ister aldatmaya yer yok Aşk kısaca çok şey ister sende bunlardan eser yok..Yaz: Mehmet Ali Tuna 16/04/2007   Mehmet Ali TunaKayıt Tarihi : 23.4.2007 10:48:00
244,Osman Erdoğmuş,Aşk İklimindeyim Ben,https://www.antoloji.com/ask-iklimindeyim-ben-siiri/,"AŞK İKLİMİ 3Veda edip dostlara çıkınca memleketten, Birde baktım sahiden aşk iklimindeyim ben. 	                Aşk iklimindeydim ben.  Lebbeyk Allah sesleri semaya karışırken, Coşkuyla,heyecanla aşk iklimindeyim ben. 	              Aşk iklimindeydim ben.Dualarla hacılar dönüp tavaf ederken, Yıldızlarla Kabe’de aşk iklimindeyim ben. 	           Aşk iklimindeydim ben.Hacer-ül Esved taşı çıkma imiş cennetten, Hatim’de namazlarla aşk iklimindeyim ben. 	               Aşk iklimindeydim ben.Resulullah’a dede,Allah’a dost Halil’den, Makam-ı İbrahim’de aşk iklimindeyim ben, 	              Aşk iklimindeydim ben.Türkiyeli müminler Kabe’ye yönelirken, Altınoluk altında aşk iklimindeyim ben. 	      Aşk iklimindeydim ben.Safa-Merve arası Hacer çaresiz iken, Yavru İsmail ile aşk iklimindeyim ben. 	     Aşk iklimindeydim ben.Bir mucizedir zemzem Rabb’imin kudretinden, Tutuşan yüreklerle aşk iklimindeyim ben. 	           Aşk iklimindeydim ben.Yetmiş iki milletle bir safta dizilirken, Kardeşlik duygusuyla aşk iklimindeyim ben. 	                Aşk iklimindeydim ben.	Hicreti yaşayalım diye Sevr’e giderken, Örümcek,güvercinle aşk iklimindeyim ben. 	             Aşk iklimindeydim ben.Mekke-i Mükerrem’de on beş bin tepe varken, Cebel-i Nur Hira’da aşk iklimindeyim ben. 	               Aşk iklimindeyim ben.Bir hareket,bir gayret sıcakla karışırken, Alınlarda terlerle aşk iklimindeyim ben. 	       Aşk iklimindeydim ben.Küçük,orta ve büyük şeytanları taşlarken, İçimdeki nefretle aşk iklimindeyim ben. 	          Aşk iklimindeyim ben.Vakfeye durmak için Arafat’a çıkarken, Yüz yirmi dört bin ile aşk iklimindeyim ben. 	                Aşk iklimindeyim ben.Akşam ile yatsıyı cem edipte kılarken, Toplanılan taşlarla aşk iklimindeyim ben. 	           Aşk iklimindeydim ben.İbrahim,İsmail’i Hakk’a kurban ederken, Gönderilen koç ile aşk iklimindeyim ben. 	          Aşk iklimindeydim ben.Hatice Anamıza fatiha gönderirken, Cennet-i Mualla’da aşk iklimindeyim ben. 	           Aşk iklimindeydim ben.Allah’ı bir bilmede Mekke’li direnirken, Cinlerin Mescidinde aşk iklimindeyim ben. 	              Aşk iklimindeydim ben.Caddelerde dolaşıp iz ararken Resulden, Ebu Kubeys dağında aşk iklimindeyim ben. 	                Aşk iklimindeydim ben.Yetim Muhammetçiğe süt anne arıyorken, Badiye yaylasında aşk iklimindeyim ben. 	          Aşk iklimindeydim ben.Amca Ebu Talip’le diyar diyar gezerken, Gölge eden bulutla aşk iklimindeyim ben. 	              Aşk iklimindeyim ben.Hiç yalan söylemeyip doğruluktan şaşmazken, Beldenin Emin’iyle aşk iklimindeyim ben. 	           Aşk iklimindeydim ben.Lailahe illellah deyip ferman ederken, Ebubekir,Ali’yle aşk iklimindeyim ben. 	     Aşk iklimindeydim ben.Binlerce şükür deyip Rabb’ime hamd ederken, Beytullah karşısında aşk iklimindeyim ben.   	              Aşk iklimindeydim ben.		Bir hasret fırtınası özleme dönüşürken, Asr-ı saadet ile aşk iklimindeyim ben. 	     Aşk iklimindeydim ben. Osman ERDOĞMUŞ 12 KASIM 2005 ADAPAZARI   Osman ErdoğmuşKayıt Tarihi : 1.12.2005 08:49:00"
